id_hal,Translation_id,line_id,source,translation,postedition
5,5,3,"""We apologize for any distress or confusion that this has caused our patients and their families,"" the hospital wrote in a statement. ""If you have not received a letter or phone call from our team, your child is not impacted.""","„Omlouváme se za jakékoli trápení nebo nejasnosti, které to způsobilo našim pacientům a jejich rodinám,“ píše v prohlášení nemocnice. ""Pokud jste od našeho týmu neobdrželi dopis nebo telefonický hovor, vaše dítě to nijak neovlivní.""","„Omlouváme se za způsobenou bolest či nejasnosti, které to přineslo našim pacientům a jejich rodinám,“ napsala v prohlášení nemocnice. „Pokud jste od našeho týmu neobdrželi dopis nebo telefonický hovor, vašeho dítě se věc nijak netýká.“"
5,5,4,"All but one patient had gone through initial therapy. That patient did require the recollection of stem cells, chief medical officer James Stein said.","Všichni pacienti kromě jednoho prošli počáteční terapií. Uvedený pacient vyžadoval vzpomínku na kmenové buňky, uvedl hlavní lékař James Stein.","Kromě jednoho prošli všichni pacienti počáteční terapií. Dotyčný pacient požadoval nový odběr kmenových buněk, uvedl hlavní lékař James Stein."
5,5,5,A letter sent to families earlier in September informing them of the loss was accidentally addressed to the children - rather than the parents. The hospital has also apologized to parents for the messaging oversight.,Dopis zaslaný rodinám začátkem září informující je o ztrátě byl náhodně adresován dětem - spíše než rodičům. Nemocnice se také rodičům omluvila za dohled nad zasíláním zpráv.,"Dopis zaslaný rodičům na začátku září, který je informoval o ztrátě buněk, byl náhodně adresován dětem namísto rodičům. Nemocnice se rodičům omluvila také za pochybení při rozesílání dopisů."
5,5,6,"The hospital said that the loss of stem cells, which had been placed in long-term storage, has not jeopardized any child's health. The hospital has also offered to assist families who want to harvest again. But the process can be grueling.","Nemocnice uvedla, že ztráta kmenových buněk, které byly umístěny do dlouhodobého skladování, neohrozila zdraví žádného dítěte. Nemocnice také nabídla pomoc rodinám, které se chtějí znovu sklízet. Ale tento proces může být vyčerpávající.","Nemocnice uvedla, že ztráta kmenových buněk, které byly dlouhodobě skladovány, neohrozila zdraví žádného dítěte. Nemocnice také nabídla pomoc rodinám, které se chtějí nechat udělat nový odběr. Ale tento proces může být náročný."
5,5,7,"One of the patients described it as ""painful."" Sean Anderson Corona, 13, underwent stem cell therapy when he was diagnosed with Stage 4 Neuroblastoma - a cancer often found in the adrenal glands. The boy was hooked up to machines for a daylong process that collects the stem cells from the blood. The blood is then reinfused back into the body.","Jeden z pacientů to popsal jako „bolestivý“. Sean Anderson Corona (13 let) podstoupil terapii kmenovými buňkami, když mu byla diagnostikována neuroblastom fáze 4 - rakovina, která se často vyskytuje v nadledvinách. Chlapec byl spojen se stroji po celý den, který shromažďoval kmenové buňky z krve. Krev je pak znovu naplněna zpět do těla.","Jeden z pacientů popsal odběr jako „bolestivý“. Sean Anderson Corona (13 let) podstoupil terapii kmenovými buňkami, když mu byl diagnostikován neuroblastom ve 4. fázi – jedná se o rakovinu, která se často vyskytuje v nadledvinách. Chlapec byl celý den napojený na přístroj, který shromažďoval kmenové buňky z jeho krve. Krev je poté znovu filtrována zpět do těla."
5,5,8,"""I would try to sleep and my body would just start shaking, and then I just started to freak out and I'd start crying,"" Corona told ABC-7.","„Pokusil jsem se spát a moje tělo se jen začalo třást, a pak jsem začal vyděsit a začal jsem plakat,“ řekla Corona ABC-7.","„Zkoušel jsem usnout a moje tělo se jen začalo třást, pak jsem vyděsil a začal jsem plakat,“ řekl Corona televizi ABC-7."
6,6,1,Three Scottish students named among Europe's best,Tři skotští studenti byli zařazeni mezi nejlepší v Evropě,Tři skotští studenti byli zařazeni mezi nejlepší v Evropě
6,6,2,Three University of Dundee students have been named regional winners as top graduates in Europe.,Tři studenti univerzity Dundee byli jmenováni regionálními vítězi jako nejlepší absolventi v Evropě.,Tři studenti z Univerzity Dundee se stali regionálními vítězi jako nejlepší evropští absolventi.
6,6,3,"The University of Dundee students were named as top graduates in their respective fields in Europe in the 2019 Global Undergraduate Awards, whilst five other students from the same university were praised by the judges.","Studenti University of Dundee byli jmenováni jako nejlepší absolventi ve svých oborech v Evropě v roce 2019 Global Undergraduate Awards, zatímco pět dalších studentů ze stejné univerzity byli soudci oceněni.",Studenti Univerzity Dundee byli oceněni jako nejlepší absolventi ve svých oborech v Evropě v roce 2019 a byla jim udělena cena Global Undergraduate Awards a pět dalších studentů ze stejné univerzity porota pochválila.
6,6,4,"Scott Sheldrick, who graduated in Molecular Genetics, won the Europe award for Life Sciences, Chester Cornford studied MSc Mental Health Nursing and was awarded the Nursing, Midwifery & Allied Healthcare prize, whilst Lola Knibb won the Visual Arts award.","Scott Sheldrick, který vystudoval molekulární genetiku, získal Evropskou cenu za Life Sciences, Chester Cornford vystudoval MSc Mental Health Nursing a získal cenu Nursing, Midwifery & Allied Healthcare, zatímco Lola Knibb získala cenu Visual Arts.","Scott Sheldrick, který vystudoval molekulární genetiku, získal cenu za humanitní vědy, Chester Cornford vystudoval obor péče o duševní zdraví s titulem MSc a získal cenu za ošetřovatelství, porodní asistenci a související obory, a nakonec Lola Knibbová získala cenu za vizuální umění."
6,6,5,"Although all three made it through to the global final, they lost out in the final round to strong competition from some of the 3,500 entrants from across the world.","Přestože se všichni tři dostali do globálního finále, ve finále prohráli se silnou konkurencí některých z 3 500 účastníků z celého světa.","Přestože se všichni tři dostali do celosvětového finále, v něm prohráli se silnou konkurencí v podobě dalších 3 500 účastníků z celého světa."
6,6,6,"Professor Blair Grubb, Vice-Principal (Education) at the University, said: ""To get to this stage, our students and graduates faced competition from peers attending some of the world's top universities.","Profesor Blair Grubb, zástupce ředitele pro vzdělávání na univerzitě, uvedl: „Abychom se dostali do této fáze, naši studenti a absolventi čelili konkurenci ze strany vrstevníků, kteří navštěvují některé z nejlepších světových univerzit.","Profesor Blair Grubb, univerzitní zástupce ředitele pro vzdělávání, uvedl: „Abychom se dostali až do této fáze, museli naši studenti a absolventi čelit konkurenci svých vrstevníků, kteří studují na nejlepších světových univerzitách."
6,6,7,"""The Undergraduate Awards are fiercely contested by thousands of students around the world and it is a great reflection of the quality of our students, and the education they receive here, that Dundee is so strongly represented amongst the prize winners.","„Ceny bakalářského studia jsou ostře zpochybňovány tisíci studenty po celém světě a je to velká reflexe kvality našich studentů a vzdělání, které zde získávají, že Dundee je tak silně zastoupen mezi výherci cen.","„O ocenění za vysokoškolská studia velmi usilují tisíce studentů z celého světa a to, že Univerzita Dundee je tak výrazně zastoupena mezi výherci, odráží vysokou kvalitu našich studentů a vzdělání, které zde získávají."
6,6,8,"""I would like to offer my warmest congratulations to Scott, Chester and Lola on this fantastic achievement, alongside the other Dundee representatives who were highly commended.""","""Chtěl bych poděkovat svým nejteplejším gratulacím Scottovi, Chesterovi a Lolovi k tomuto fantastickému úspěchu spolu s dalšími zástupci Dundee, kteří byli velmi oceněni.""","„Chtěl bych poděkovat a srdečně pogratulovat Scottovi, Chesterovi a Lole k tomuto fantastickému úspěchu i dalším reprezentantům Univerzity Dundee, kteří byli tak vysoce oceněni.“"
7,7,1,LNG investments hit record in 2019 & the biggest growth is coming from China,Investice LNG dosáhly rekordních výsledků v roce 2019 a největší růst pochází z Číny,Investice do LNG dosáhly v roce 2019 rekordního výsledku a největší nárůst pochází z Číny
7,7,2,"Investments in liquefied natural gas since the start of the year have hit an all-time high of $50 billion, the International Energy Agency's head, Fatih Birol, told an industry conference.","Investice do zkapalněného zemního plynu od začátku roku dosáhly rekordně vysokých 50 miliard dolarů, uvedl ředitel Mezinárodní energetické agentury Fatih Birol na průmyslové konferenci.","Investice do zkapalněného zemního plynu (LNG) od začátku roku dosáhly rekordních 50 miliard dolarů, uvedl ředitel Mezinárodní energetické agentury Fatih Birol na průmyslové konferenci."
7,7,3,"""This year, 2019 already broke the highest amount of (final investment decisions) for the first time ever, $50 billion,"" Birol told the LNG Producer-Consumer conference in Tokyo, as quoted by Reuters.","„Letos 2019 poprvé zlomil nejvyšší částku (konečná investiční rozhodnutí) poprvé, 50 miliard dolarů,“ řekl Birol na konferenci producentů a spotřebitelů LNG v Tokiu, jak uvedla agentura Reuters.","„Letošní rok (2019) překonal nejvyšší částku (konečných investičních rozhodnutí) vůbec poprvé, 50 miliard dolarů,“ řekl Birol na konferenci Producent-spotřebitel v Tokiu, jak uvedla agentura Reuters."
7,7,4,"Unsurprisingly, the driver of this growth in investments is growing demand for the fuel in Asia, with China still expected to overtake Japan as the world's top importer of LNG.","Není překvapením, že hnací silou tohoto růstu investic je rostoucí poptávka po palivu v Asii, přičemž Čína stále očekává, že předběhne Japonsko jako světový špičkový dovozce LNG.","Není divu, že hnací silou tohoto růstu investic je stoupající poptávka po palivu v Asii, přičemž Čína stále očekává, že předběhne Japonsko jako prvotřídní světový dovozce LNG."
7,7,5,"""The biggest growth is coming from China. In the next five years, about one-third of global LNG demand will come from China alone,"" Birol said. He added that in five years, China will become the largest importer of the fuel.","""Největší růst přichází z Číny. V příštích pěti letech přijde asi jedna třetina celosvětové poptávky po LNG pouze z Číny,"" uvedla Birol. Dodal, že za pět let se Čína stane největším dovozcem paliva.","„Největší nárůst přichází z Číny. V příštích pěti letech bude asi jedna třetina celosvětové poptávky po LNG pocházet pouze z Číny,“ uvedl Birol. Dodal, že během pěti let se Čína stane největším dovozcem paliva."
7,7,6,"As for the growth in investments, there are no surprises there, either. The bulk of these has been made in the United States and Canada.","Pokud jde o růst investic, neexistují ani žádná překvapení. Většina z nich byla vyrobena ve Spojených státech a Kanadě.","Pokud jde o růst investic, ani tato oblast nepřinesla nic neočekávaného. K většině z nich došlo ve Spojených státech a Kanadě."
7,7,7,"In a December 2018 report the Energy Information Administration said it expected the United States"" LNG export capacity to double by the end of this year to 8.9 billion cu ft daily. This will make the US the third-largest exporter of LNG in terms of capacity after Qatar and Australia. By 2030, US LNG exports are estimated to reach 17 billion cu ft daily, from some 3 billion cu ft at the start of 2019.","Ve zprávě z prosince 2018 Správa energetických informací uvedla, že očekává, že se exportní kapacita LNG ve Spojených státech do konce letošního roku zdvojnásobí na 8,9 miliard cu ft denně. Díky tomu bude USA z hlediska kapacity třetím největším vývozcem LNG. po Kataru a Austrálii. Odhaduje se, že do roku 2030 bude vývoz LNG v USA dosahovat 17 miliard cu ft denně, z přibližně 3 miliard cu ft na začátku roku 2019.","Ve zprávě z prosince 2018 Správa energetických informací uvedla, že očekává zdvojnásobení exportní kapacity LNG ve Spojených státech do konce letošního roku na 8,9 miliardy kubických stop denně. Díky tomu budou USA z hlediska kapacity třetím největším vývozcem LNG po Kataru a Austrálii. Odhaduje se, že do roku 2030 bude vývoz LNG v USA dosahovat 17 miliard kubických stop denně, ze současných 3 miliard kubických stop na začátku roku 2019."
7,7,8,"In Canada, there is just one LNG project under development right now - LNG Canada - but it could have a final capacity of 28 million tons of the fuel annually. The US$31-billion project is led by Shell, with minority participants including Petronas, PetroChina, Mitsubishi, and Kogas.","V Kanadě se právě vyvíjí pouze jeden projekt LNG - LNG Kanada - ale může mít konečnou kapacitu 28 milionů tun paliva ročně. Projekt v hodnotě 31 miliard USD je veden společností Shell s účastníky menšin včetně Petronas, PetroChina, Mitsubishi a Kogas.","V Kanadě se momentálně vyvíjí pouze jeden projekt LNG – LNG Kanada – ale konečná kapacita může být až 28 milionů tun paliva ročně. Projekt v hodnotě 31 miliard USD řídí společnost Shell za účasti menších podniků, jako jsou Petronas, PetroChina, Mitsubishi a Kogas."
13,13,1,Jonathan Van Ness Just Hung Out With Nancy Pelosi And They've Got A Plan,Jonathan Van Ness právě vyrazil s Nancy Pelosi a dostali plán,"Jonathan Van Ness se setkal s Nancy Pelosiovou, mají plán"
13,13,2,"""Queer Eye"" star Jonathan Van Ness strutted his stuff on Capitol Hill on Thursday, joining forces with House Speaker Nancy Pelosi (D-Calif.) to discuss the Equality Act.","Hvězda „Queer Eye“ Jonathan Van Ness ve čtvrtek natáhla své věci na Capitol Hill a spojila své síly s House Speaker Nancy Pelosi (D-Calif.), Aby diskutovala o zákonu o rovnosti.","Hvězda televizního programu „Queer Eye“ Jonathan Van Ness ve čtvrtek přišel se svými věcmi na Capitol Hill a sešel se s předsedkyní Sněmovny reprezentantů Nancy Pelosiovou (dep.Kalif.), aby společně projednali zákon o rovnosti."
13,13,3,"The Equality Act would extend nondiscrimination protections to LGBTQ individuals in credit, education, employment, housing, federal financial assistance, jury service and public accommodations.","Zákon o rovnosti by rozšířil nediskriminační ochranu na osoby LGBTQ v oblasti úvěrů, vzdělávání, zaměstnání, bydlení, federální finanční pomoci, poroty a veřejného ubytování.","Zákon o rovnosti by rozšířil ochranu proti diskriminaci pro osoby s menšinovým sexuálním zaměřením v oblasti úvěrů, vzdělávání, zaměstnání, bydlení, federální finanční pomoci, soudnictví a veřejného ubytování."
13,13,4,The bill would amend the Civil Rights Act of 1964 to include sexual orientation and gender identity to the list of already protected classes.,"Návrh zákona by změnil zákon o občanských právech z roku 1964 tak, aby zahrnoval sexuální orientaci a genderovou identitu do seznamu již chráněných tříd.","Návrh zákona by pozměnil původní zákon o občanských právech z roku 1964 v tom smyslu, že by zahrnoval také sexuální orientaci a genderovou identitu do seznamu již chráněných kategorií."
13,13,5,"Van Ness, who recently publicly came out as HIV positive, first shared a video of himself cat-walking in the Capitol, explaining in his caption that he'd met with the House speaker to talk Equality Act, living with HIV and access to PrEP (an HIV preventative medication):","Van Ness, který nedávno veřejně vyšel jako HIV pozitivní, se nejprve podělil o video své kočky, která chodila v Capitolu, a ve svém titulku vysvětlil, že se setkal s mluvčím domu, aby mluvil o zákoně o rovnosti, žil s HIV a přístup k PrEP. (preventivní léky proti HIV):","Van Ness, který nedávno veřejně přiznal, že je HIV pozitivní, se nejprve podělil o video své kočky, jak chodí po Capitolu, kde v titulku vysvětlil, že se setkal s mluvčí Bílého domu, aby prodiskutovali zákon o rovnosti, život s HIV a přístup k PrEP (léky na prevenci proti HIV):"
13,13,6,"He then shared a longer post picturing the two of them arm in arm, urging his followers to stand up to Senate Majority Leader Mitch McConnell (R-Ky.) and apply pressure to GOP senators to bring the Equality Act up for a Senate vote:","Poté sdílel delší post zobrazující obě z nich ruku v ruce a naléhavě vyzval své stoupence, aby se postavili před vůdce většiny Senátu Mitch McConnell (R-Ky.) A aby vyvíjeli tlak na senátory GOP, aby zákon o rovnoprávnosti postavili do senátního hlasování:","Poté sdílel delší příspěvek zobrazující oba, jak se drží za ruce, a naléhal na své stoupencey, aby se postavili před lídra většiny v senátu Mitche McConnella (Rep.-Ky.) a vyvinuli nátlak na senátory GOP, aby zákon o rovnosti prošel hlasováním v Senátu:"
13,13,7,Pelosi introduced the Equality Act on March 13. The House passed the legislation in May. It has not yet been brought to the Senate floor.,Pelosi zavedl zákon o rovnosti 13. března. Parlament přijal právní předpisy v květnu. Dosud nebyl přinesen do Senátu.,Pelosiová přednesla návrh zákona o rovnosti 13. března. Parlament zákon v květnu schválil. Dosud neprošel hlasováním v Senátu.
13,13,8,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","V srpnu požádala Trumpova správa Nejvyšší soud, aby v zásadě legalizoval anti-homosexuální diskriminaci na pracovišti, a ve zkratce amicus tvrdil, že federální zákony o diskriminaci zaměstnavatelů v zákoně o občanských právech z roku 1964 neměly za cíl chránit jednotlivce před propuštěním na jejich sexuální orientaci.","V srpnu požádala Trumpova administrativa Nejvyšší soud, aby de facto legalizoval diskriminaci gayů na pracovišti, přičemž formou amicus brief tvrdila, že federální zákony o diskriminaci zaměstnavatelů v zákoně o občanských právech z roku 1964 neměly za cíl chránit jednotlivce před propuštěním kvůli jejich sexuální orientaci."
17,17,1,"""China has always been dedicated to resolving territorial and maritime delimitation disputes through negotiation and consultation,"" stated an official white paper released, four days ahead of the country set to celebrate its 70th anniversary of the leadership of the ruling Communist Party of China (CPC) on October 1.","„Čína byla vždy odhodlána řešit spory o územní a námořní vymezení prostřednictvím vyjednávání a konzultací,“ uvedla oficiální bílá kniha, která byla zveřejněna čtyři dny před zemí, která měla oslavit 70. výročí vedení vládnoucí Komunistické strany Číny (CPC) ) 1. října.","„Čína se vždy snažila řešit spory o územní i námořní nároky prostřednictvím vyjednávání a konzultací,“ uvedlo oficiální prohlášení, které bylo zveřejněno čtyři dny před oslavou 70. výročí vlády Komunistické strany Číny (CPC) v zemi, které připadá na 1. října."
17,17,2,"""China safeguards world peace through real actions. Over the past 70 years, China has not provoked a single war or conflict, nor invaded a single square of foreign land,"" the paper titled ""China and the World in the New Era"" said.","""Čína chrání světový mír skutečnými činy. Za posledních 70 let Čína nevyvolala jedinou válku nebo konflikt ani nenapadla jediný čtverec cizí země,"" uvedl dokument s názvem ""Čína a svět v nové éře"".","„Čína chrání světový mír reálnými činy. Za posledních 70 let Čína nevyvolala jedinou válku nebo konflikt ani nenapadla jediný kousek cizí země,“ stojí v prohlášení s názvem „Čína a svět v nové době“."
17,17,3,"The white paper, while highlighting the CPS's ""peaceful rise"" made no reference of the bloody 1962 war with India and the vast tracts of land, especially in the Aksai Chin area, occupied by China.","Dokument white paper, zatímco zdůrazňuje CPS je “mírový vzestup” dělal žádný odkaz na krvavou válku 1962 s Indií a obrovské plochy země, obzvláště v Aksai bradě obsazené Čínou.","Prohlášení, které zdůrazňuje „mírový vzestup“ CPS, se nijak nezmiňuje o krvavé válce z roku 1962 s Indií a o rozsáhlých oblastech, zejména v Aksai Čin, které Čína okupovala."
17,17,4,"The Sino-India border dispute involving 3,488-km-long Line of Actual Control (LAC) remained unresolved. China also claims Arunachal Pradesh as part of South Tibet, which India contests.","Hraniční spor mezi Čínou a Indií zahrnující 3 488 km dlouhou linii skutečné kontroly (LAC) zůstal nevyřešen. Čína také tvrdí, že Arunachal Pradesh je součástí jižního Tibetu, který Indie zpochybňuje.","Hraniční spor mezi Čínou a Indií týkající se 3 488 km dlouhé Linie aktuální kontroly (LAC) zůstal nevyřešený. Čína také tvrdí, že Arunáčalpradéš je součástí jižního Tibetu, což Indie zpochybňuje."
17,17,5,"So far, the two countries held 21 rounds of Special Representatives talks to resolve the border dispute.",Dosud obě země uspořádaly 21 kol jednání zvláštních zástupců s cílem vyřešit spor o hranice.,"Dosud obě země uspořádaly 21 kol jednání zvláštních zástupců, kteří se pokoušeli hraniční spor vyřešit."
17,17,6,"Besides the 1962 war, India and China had a major military standoff at Doklam in 2017 when the People's Liberation Army (PLA) tried to lay a road close to India""s narrow Chicken Neck corridor connecting with the North-Eastern states in an area also claimed by Bhutan.","Kromě války v roce 1962 měly Indie a Čína v Doklamu v roce 2017 velký vojenský odstup, když se lidová osvobozenecká armáda (PLA) pokusila položit silnici poblíž úzkého indického úzkého koridoru kuřecí krku spojujícího se severovýchodními státy v oblasti. tvrdí Bhútán.","Kromě války v roce 1962 hrozilo mezi Indií a Čínou vypuknutí většího vojenského konfliktu u Doklamské náhorní plošiny v roce 2017, když se Čínská lidová osvobozenecká armáda (PLA) pokusila vybudovat železnici poblíž úzkého indického koridoru Kuřecí krk, který spojuje západní a východní část Indie v oblasti nárokované také Bhútánem."
17,17,7,It was finally diplomatically resolved after which both sides pulled back their troops.,"Nakonec bylo diplomaticky vyřešeno, po kterém obě strany stáhly své jednotky zpět.",Nakonec bylo vše vyřešeno diplomatickou cestou a obě strany stáhly své vojenské jednotky.
17,17,8,"China also had a major military conflict with Vietnam in 1979. China claims sovereignty over all of South China Sea. Vietnam, Malaysia, the Philippines, Brunei and Taiwan have counter claims.","V roce 1979 měla Čína také velký vojenský konflikt s Vietnamem. Čína si nárokuje svrchovanost nad celým Jihočínským mořem. Vietnam, Malajsie, Filipíny, Brunej a Tchaj-wan mají protinávrhy.","V roce 1979 došlo také k velkému vojenskému konfliktu mezi Čínou a Vietnamem. Čína si nárokuje svrchovanost nad celým Jihočínským mořem. Avšak Vietnam, Malajsie, Filipíny, Brunej a Tchaj-wan také vznášejí územní nároky na tuto oblast."
18,18,1,"India's monsoon season has overrun by almost a month, with unprecedented rainfall causing deaths from collapsing buildings and many crops beginning to rot.","Indická monzunová sezóna se překročila téměř o měsíc, kdy bezprecedentní srážky způsobily úmrtí z hroutících se budov a mnoho plodin začalo hnít.","Monzunové období v Indii se prodloužilo téměř o měsíc, během kterého nebývale silné dešťové srážky způsobily úmrtí lidí kvůli zříceným budovám a hnití mnoha plodin."
18,18,2,"Normally the monsoon in north India recedes by the beginning of September, but the average rainfall this month has been 37% above normal. If the situation continues for the remaining few days, it will be the latest the monsoon has ever receded in decades, according to experts in the India Meteorological Department.","Normálně monzun v severní Indii ustupuje do začátku září, ale průměrná srážka v tomto měsíci byla o 37% nad normální. Pokud bude situace přetrvávat i po zbývajících několik dní, bude to podle odborníků indického meteorologického oddělení poslední monzun, který kdy za desetiletí ustoupil.","Monzuny v severní Indii obvykle ustupují do začátku září, ale průměrný měsíční úhrn srážek v tomto měsíci byl o 37% nad hodnotou normálu. Pokud bude situace přetrvávat i po zbývajících několik dní, bude to podle odborníků indického meteorologického ústavu nejdéle, kdy za poslední desetiletí monzun ustoupil."
18,18,3,"Many areas of the country are still getting unprecedented rain, the latest being the town of Pune in western India, where torrential rain on Wednesday and Thursday caused several deaths and havoc from collapsed buildings.","Mnoho oblastí země stále dostává bezprecedentní déšť. Poslední z nich je město Pune v západní Indii, kde přívalové deště ve středu a ve čtvrtek způsobily několik úmrtí a zmatků způsobených zhroucenými budovami.","V mnoha oblastech země stále silně prší, nejnověji ve městě Púne v západní Indii, kde přívalové deště ve středu a ve čtvrtek způsobily úmrtí několika lidí a zmatky kvůli zříceným budovám."
18,18,4,Homes were flooded and people waded through streets with water up to their knees in scenes normally seen only at the height of the monsoon.,Domy byly zaplaveny a lidé brodili ulicemi vodou až ke kolenům ve scénách běžně viděných pouze ve výšce monzunu.,Domy byly zaplavené a lidé se brodili ulicemi vodou až na kolena na místech běžně viditelných jen ve výšce monzunu.
18,18,5,"Other cities such as Kolkata, Lucknow and Hyderabad have also experienced heavy rainfall. Uttarakhand state in the north has seen extensive damage to homes from the prolonged rains.","Další města, jako jsou Kalkata, Lucknow a Hyderabad, také zažily silné srážky. Uttarakhandský stát na severu viděl rozsáhlé škody na domovech způsobené dlouhodobými dešti.","Další města, jako jsou Kalkata, Lakhnaú a Haidarábád, také zažila silné srážky. Ve státě Uttarákhand na severu země způsobily dlouhodobé deště rozsáhlé škody na domovech lidí."
