id_hal,Translation_id,line_id,source,translation,postedition
2,2,3,"""A week ago Thursday was the first wave of letters, I got 46 letters,"" she told CNN. ""I immediately called United Healthcare insurance and told them I received 46 letters of the same letter.""","„Před týdnem byla čtvrtek první vlna dopisů, mám 46 dopisů,“ řekla CNN. ""Okamžitě jsem zavolal na United Healthcare Insurance a řekl jsem jim, že jsem dostal 46 dopisů stejného dopisu.""","„Před týdnem ve čtvrtek přišla první vlna dopisů, obdržela jsem celkem 46 dopisů,“ řekla CNN. „Okamžitě jsem zavolala na pojišťovnu a řekla jsem jim, že jsem dostala 46 dopisů stejného znění.“"
2,2,4,"And the letters just kept coming, piling up to more than 500 by Monday.",A dopisy právě přicházely a v pondělí se hromadily na více než 500.,Dopisy chodily dál a v pondělí se jich nahromadilo více než 500.
2,2,5,"They were addressed to her son, who has autism and lives in a private care facility, she said. But instead of her son's name inside when you opened them, the letters said Dear Maine's Department of Health and Human Services -- in Cincinnati, she told local media.","Byli adresováni svému synovi, který má autismus a žije v soukromém zařízení péče. Ale místo jména jejího syna uvnitř, když jste je otevřeli, v dopisech bylo uvedeno ministerstvo zdravotnictví a lidských služeb Dear Maine - v Cincinnati, řekla místním médiím.","Byly adresovány jejímu synovi, který trpí autismem a žije v soukromém pečovatelském zařízení. Ale po otevření dopisů zjistila, že je uvnitř místo jména jejího syna uvedeno jako adresát Ministerstvo zdravotnictví a pečovatelských služeb v Maine, Cincinnati, řekla místním médiím."
2,2,6,"The letters were about a $54 or $0 healthcare claim that United Healthcare said is not covered, Lay said.","Dopisy se týkaly zdravotního tvrzení ve výši 54 $ nebo 0 $, které podle United Healthcare není pokryto, řekl Lay.","Dopisy se týkaly nároku na zdravotní péči ve výši 54 nebo 0 dolarů, která podle United Healthcare není pokrytá, řekla Layová."
2,2,7,"When she asked United Healthcare why she was receiving a mountain of letters, she was told it was a coding issue, she said.","Když se zeptala na United Healthcare, proč dostávala hora dopisů, bylo jí řečeno, že se jedná o problém s kódováním, řekla.","Když se zeptala United Healthcare, proč dostávala takovou spoustu dopisů, bylo jí řečeno, že se se jednalo o problém s kódováním, uvedla."
2,2,8,"In a statement, United Healthcare told CNN it's working to resolve the issue but it cannot provide details due to privacy requirements.","United Healthcare v prohlášení uvedla, že CNN pracuje na vyřešení problému, ale kvůli požadavkům na ochranu osobních údajů nemůže poskytnout podrobnosti.","Společnost United Healthcare v prohlášení pro CNN řekla, že pracuje na řešení problému, ale z důvodu ochrany osobních údajů nemůže poskytnout bližší podrobnosti."
3,3,1,"Using data and artificial intelligence to try and boost revenues is part of HSBC's broader push to squeeze more out of its large physical network and client data, a key priority for interim Chief Executive Noel Quinn.","Využití dat a umělé inteligence k vyzkoušení a zvýšení výnosů je součástí širšího tlaku HSBC na vytlačení více z jeho rozsáhlé fyzické sítě a klientských dat, což je klíčová priorita dočasného generálního ředitele Noela Quinna.","Využití dat a umělé inteligence ke zvýšení výnosů je součástí širšího tlaku na HSBC, aby vytěžila více ze své rozsáhlé fyzické sítě klientů a klientských dat, což je klíčovou prioritou dočasného generálního ředitele banky Noela Quinna."
3,3,2,"""It's one of the first commercial uses of investment in financial crime prevention, and the business we're getting in this way is inherently lower risk and quicker to win,"" said Stuart Nivison, HSBC's global head of client network banking.","„Je to jedno z prvních komerčních investic do prevence finanční kriminality a podnikání, které tímto způsobem získáváme, je ze své podstaty nižší riziko a rychlejší vítězství,“ řekl Stuart Nivison, globální vedoucí klientského bankovnictví společnosti HSBC.","„Je to jedna z prvních komerčních investic do prevence finanční kriminality a podnikání, které tímto způsobem získáváme, představuje ve své podstatě nižší riziko a rychlejší šanci na vítězství,“ řekl Stuart Nivison, vedoucí klientské sítě bankovnictví HSBC."
3,3,3,"HSBC declined to comment on how much it expects to make from the new system but said the broader ""network income"" initiative has already yielded hundreds of millions of dollars in additional revenue.","HSBC se odmítla vyjádřit k tomu, co očekává od nového systému, ale uvedla, že širší iniciativa „síťový příjem“ již přinesla další příjmy stovky milionů dolarů.","HSBC se odmítla vyjádřit k tomu, co očekává od nového systému, ale řekla, že širší využití „síťového příjmu“ již přineslo další příjmy ve výši stovek milionů dolarů."
3,3,4,The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Pohon je důležitou součástí úsilí banky bránit svou globální přítomnost v době, kdy někteří analytici a investoři říkají, že by měla zmenšovat nebo opouštět trhy, jako jsou Spojené státy, kde dosahuje návratnosti pod náklady na kapitál.","Kampaň je důležitou součástí úsilí banky obhájit své globální postavení v době, ve které někteří analytici a investoři říkají, že by měla zmenšovat nebo opouštět trhy, jako jsou Spojené státy, na kterých dosahuje nižší návratnosti, než jsou náklady na kapitál."
3,3,5,HSBC was forced to invest hundreds of millions of dollars in financial crime compliance as part of a $1.9 billion settlement in 2012 with U.S. authorities over the bank's failure to prevent money laundering by drug cartels though its Mexican unit.,"HSBC byla nucena investovat stovky milionů dolarů do souladu s finanční kriminalitou v rámci urovnání 1,9 miliardy USD v roce 2012 s americkými úřady kvůli tomu, že banka nezabránila praní peněz drogovými kartely prostřednictvím mexické jednotky.","HSBC byla nucena investovat stovky milionů dolarů v souladu s finanční kriminalitou v rámci vyrovnání 1,9 miliard USD v roce 2012 s americkými úřady z důvodu, že banka nezabránila praní peněz drogovými kartely prostřednictvím své mexické pobočky."
3,3,6,"The system works by mapping individual customers"" and companies ties to each other and then looking for unusual patterns of transactions or unearthing previously unknown connections between those entities.","Systém funguje tak, že mapuje jednotlivé zákazníky “a společnosti na sebe navazuje a poté hledá neobvyklé vzorce transakcí nebo odhalení dříve neznámých spojení mezi těmito entitami.","Systém funguje tak, že mapuje jednotlivé zákazníky“ a společnosti, které jsou na sebe napojené, a poté hledá neobvyklé transakční vzorce nebo odhalení původně neznámých napojení mezi těmito entitami."
3,3,7,"That system has already freed up more than 400 staff to go from manually checking transactions and records to client-facing roles where they can spend time helping customers, said Adrian Rigby, chief operating officer of HSBC's trade business.","Tento systém již uvolnil více než 400 zaměstnanců, kteří by mohli přecházet z ručních kontrol transakcí a záznamů do rolí zaměřených na klienta, kde mohou trávit čas pomáháním zákazníkům, uvedl Adrian Rigby, hlavní provozní ředitel obchodu HSBC.","Tento systém umožnil již více než 400 zaměstnanců přechod od manuální kontroly transakcí a záznamů k funkcím zaměřeným na klienty, kde mohou více pomáhat zákazníkům, uvedl Adrian Rigby, hlavní výkonný obchodní ředitel HSBC."
3,3,8,"HSBC's Nivison said the lightbulb moment was realizing the tool could be repurposed to look for ""green flags"" of attractive potential clients rather than ""red flags"" of wrongdoing.","Společnost Nivison společnosti HSBC uvedla, že okamžik žárovky si uvědomuje, že tento nástroj by mohl být přemístěn tak, aby hledal „zelené vlajky“ atraktivních potenciálních klientů, spíše než „červené vlajky“ protiprávního jednání.","Pan Nivison z HSBC řekl, že si banka náhle uvědomila, že tento nástroj by mohl být upraven tak, aby hledal atraktivní potenciální klienty se „zeleným semaforem“ místo těch nezákonných „s výstražnou kontrolkou“.."
4,4,1,"Shortly after the arrest, a search warrant was executed at a home where officers seized a number of items relevant to the investigation.","Krátce po zatčení byl proveden příkaz k prohlídce v domě, kde důstojníci zabavili řadu věcí souvisejících s vyšetřováním.","Krátce po zatčení byl proveden příkaz k prohlídce domu, ve kterém policisté zabavili řadu věcí souvisejících s vyšetřováním."
4,4,2,"The man pleaded guilty to seven charges involving the attack and a further three charges over the grooming and sexual abuse of another girl, aged 11, between August 2016 and April 2017.",Od srpna 2016 do dubna 2017 se muž obvinil ze sedmi obvinění z útoku a dalších tří obvinění z péče a sexuálního zneužívání další dívky ve věku 11 let.,Od srpna 2016 do dubna 2017 se muž přiznal k sedmi obviněním z útoku a dalším třem obviněním ze sexuálního zneužívání jiné dívky ve věku 11 let.
4,4,3,The 12-year-old victim had been walking along a track when she looked back and saw him suddenly emerge from the bushes armed with a large tree branch and a knife.,"Dvanáctiletá oběť šla po stopě, když se ohlédla zpět a viděla ho, jak se náhle vynoří z keřů vyzbrojených velkou větví stromu a nožem.","Dvanáctiletá oběť šla podél kolejí, když se ohlédla a spatřila útočníka, který se náhle vynořil zpoza keřů vyzbrojený silnou větví a nožem."
4,4,4,An example of a camouflage Ghillie suit the man used.,"Příklad maskovacího obleku Ghillie, který muž použil.","Ukázka maskovacího obleku Ghillie, který muž používal."
4,4,5,"When she pleaded ""stop, stop, stop,"" he put her in a headlock and forced her into the scrub.","Když prosila „zastav, zastav, zastav,“ vložil ji do hlavy a přinutil ji do křoví.","Když prosila „přestaň, přestaň, přestaň,“ chytil ji za hlavu a přinutil ji jít s ním do křoví."
4,4,6,"The man told the girl: ""Shhh, don't scream. Don't scream or I'll have to hurt you.""","Muž řekl dívce: „Ššš, nekřič. Ne křič, nebo ti budu muset ublížit.“","Muž dívce řekl: „Ššš, nekřič. Nekřič, nebo ti budu muset ublížit.“"
4,4,7,"Holding the knife in his right hand, he tied her hands and feet with cable ties before lashing her to the tree and abusing her for almost an hour. After he cut her loose, the girl ran crying hysterically to school.","Držel nůž v pravé ruce, svázal si ruce a nohy kabelovými svázkami, než ji připoutal ke stromu a zneužil ji téměř hodinu. Poté, co ji uvolnil, běžela dívka hystericky do školy.","V pravé ruce držel nůž, svázal dívčiny ruce a nohy kabely, pak ji přivázal ke stromu a téměř hodinu ji zneužíval. Poté, co jí uvolnil pouta, běžela dívka s hysterickým pláčem do školy."
4,4,8,The man arrived at work about 9.30am after failing to reply to several text messages and phone calls from colleagues.,"Muž dorazil do práce asi v 9:30 poté, co neodpověděl na několik textových zpráv a telefonátů od kolegů.","Muž dorazil do práce kolem v 9:30 poté, co neodpověděl na několik textových zpráv a telefonátů od svých kolegů."
5,5,1,Stem cells of 56 child cancer patients lost at Children's Hospital after freezer malfunction,Kmenové buňky 56 pacientů s rakovinou u dětí ztracených v dětské nemocnici po poruše mrazáku,Kmenové buňky 56 dětských pacientů s rakovinou se ztratily v dětské nemocnici při poruše mrazáku
5,5,2,A freezer malfunction at Children's Hospital Los Angeles resulted in the loss of 56 children's blood stem cells that were harvested at the beginning of each patient's oncology therapy and stored in the event they could prove useful in the future.,"Porucha mrazáku v dětské nemocnici v Los Angeles vedla ke ztrátě 56 dětských krevních kmenových buněk, které byly odebrány na začátku onkologické terapie každého pacienta a uloženy pro případ, že by se mohly v budoucnu ukázat jako užitečné.","Porucha mrazáku v dětské nemocnici v Los Angeles vedla ke ztrátě 56 krevních kmenových buněk nemocných dětí, které byly odebrány na začátku onkologické terapie každého pacienta a uloženy pro případ, že by mohly být v budoucnu užitečné."
5,5,3,"""We apologize for any distress or confusion that this has caused our patients and their families,"" the hospital wrote in a statement. ""If you have not received a letter or phone call from our team, your child is not impacted.""","„Omlouváme se za jakékoli trápení nebo nejasnosti, které to způsobilo našim pacientům a jejich rodinám,“ píše v prohlášení nemocnice. ""Pokud jste od našeho týmu neobdrželi dopis nebo telefonický hovor, vaše dítě to nijak neovlivní.""","„Omlouváme se za způsobenou bolest či nejasnosti, které to přineslo našim pacientům a jejich rodinám,“ napsala v prohlášení nemocnice. „Pokud jste od našeho týmu neobdrželi dopis nebo telefonický hovor, vašeho dítě se věc nijak netýká.“"
5,5,4,"All but one patient had gone through initial therapy. That patient did require the recollection of stem cells, chief medical officer James Stein said.","Všichni pacienti kromě jednoho prošli počáteční terapií. Uvedený pacient vyžadoval vzpomínku na kmenové buňky, uvedl hlavní lékař James Stein.","Kromě jednoho prošli všichni pacienti počáteční terapií. Dotyčný pacient požadoval nový odběr kmenových buněk, uvedl hlavní lékař James Stein."
5,5,5,A letter sent to families earlier in September informing them of the loss was accidentally addressed to the children - rather than the parents. The hospital has also apologized to parents for the messaging oversight.,Dopis zaslaný rodinám začátkem září informující je o ztrátě byl náhodně adresován dětem - spíše než rodičům. Nemocnice se také rodičům omluvila za dohled nad zasíláním zpráv.,"Dopis zaslaný rodičům na začátku září, který je informoval o ztrátě buněk, byl náhodně adresován dětem namísto rodičům. Nemocnice se rodičům omluvila také za pochybení při rozesílání dopisů."
5,5,6,"The hospital said that the loss of stem cells, which had been placed in long-term storage, has not jeopardized any child's health. The hospital has also offered to assist families who want to harvest again. But the process can be grueling.","Nemocnice uvedla, že ztráta kmenových buněk, které byly umístěny do dlouhodobého skladování, neohrozila zdraví žádného dítěte. Nemocnice také nabídla pomoc rodinám, které se chtějí znovu sklízet. Ale tento proces může být vyčerpávající.","Nemocnice uvedla, že ztráta kmenových buněk, které byly dlouhodobě skladovány, neohrozila zdraví žádného dítěte. Nemocnice také nabídla pomoc rodinám, které se chtějí nechat udělat nový odběr. Ale tento proces může být náročný."
5,5,7,"One of the patients described it as ""painful."" Sean Anderson Corona, 13, underwent stem cell therapy when he was diagnosed with Stage 4 Neuroblastoma - a cancer often found in the adrenal glands. The boy was hooked up to machines for a daylong process that collects the stem cells from the blood. The blood is then reinfused back into the body.","Jeden z pacientů to popsal jako „bolestivý“. Sean Anderson Corona (13 let) podstoupil terapii kmenovými buňkami, když mu byla diagnostikována neuroblastom fáze 4 - rakovina, která se často vyskytuje v nadledvinách. Chlapec byl spojen se stroji po celý den, který shromažďoval kmenové buňky z krve. Krev je pak znovu naplněna zpět do těla.","Jeden z pacientů popsal odběr jako „bolestivý“. Sean Anderson Corona (13 let) podstoupil terapii kmenovými buňkami, když mu byl diagnostikován neuroblastom ve 4. fázi – jedná se o rakovinu, která se často vyskytuje v nadledvinách. Chlapec byl celý den napojený na přístroj, který shromažďoval kmenové buňky z jeho krve. Krev je poté znovu filtrována zpět do těla."
5,5,8,"""I would try to sleep and my body would just start shaking, and then I just started to freak out and I'd start crying,"" Corona told ABC-7.","„Pokusil jsem se spát a moje tělo se jen začalo třást, a pak jsem začal vyděsit a začal jsem plakat,“ řekla Corona ABC-7.","„Zkoušel jsem usnout a moje tělo se jen začalo třást, pak jsem vyděsil a začal jsem plakat,“ řekl Corona televizi ABC-7."
6,6,1,Three Scottish students named among Europe's best,Tři skotští studenti byli zařazeni mezi nejlepší v Evropě,Tři skotští studenti byli zařazeni mezi nejlepší v Evropě
6,6,2,Three University of Dundee students have been named regional winners as top graduates in Europe.,Tři studenti univerzity Dundee byli jmenováni regionálními vítězi jako nejlepší absolventi v Evropě.,Tři studenti z Univerzity Dundee se stali regionálními vítězi jako nejlepší evropští absolventi.
6,6,3,"The University of Dundee students were named as top graduates in their respective fields in Europe in the 2019 Global Undergraduate Awards, whilst five other students from the same university were praised by the judges.","Studenti University of Dundee byli jmenováni jako nejlepší absolventi ve svých oborech v Evropě v roce 2019 Global Undergraduate Awards, zatímco pět dalších studentů ze stejné univerzity byli soudci oceněni.",Studenti Univerzity Dundee byli oceněni jako nejlepší absolventi ve svých oborech v Evropě v roce 2019 a byla jim udělena cena Global Undergraduate Awards a pět dalších studentů ze stejné univerzity porota pochválila.
6,6,4,"Scott Sheldrick, who graduated in Molecular Genetics, won the Europe award for Life Sciences, Chester Cornford studied MSc Mental Health Nursing and was awarded the Nursing, Midwifery & Allied Healthcare prize, whilst Lola Knibb won the Visual Arts award.","Scott Sheldrick, který vystudoval molekulární genetiku, získal Evropskou cenu za Life Sciences, Chester Cornford vystudoval MSc Mental Health Nursing a získal cenu Nursing, Midwifery & Allied Healthcare, zatímco Lola Knibb získala cenu Visual Arts.","Scott Sheldrick, který vystudoval molekulární genetiku, získal cenu za humanitní vědy, Chester Cornford vystudoval obor péče o duševní zdraví s titulem MSc a získal cenu za ošetřovatelství, porodní asistenci a související obory, a nakonec Lola Knibbová získala cenu za vizuální umění."
6,6,5,"Although all three made it through to the global final, they lost out in the final round to strong competition from some of the 3,500 entrants from across the world.","Přestože se všichni tři dostali do globálního finále, ve finále prohráli se silnou konkurencí některých z 3 500 účastníků z celého světa.","Přestože se všichni tři dostali do celosvětového finále, v něm prohráli se silnou konkurencí v podobě dalších 3 500 účastníků z celého světa."
6,6,6,"Professor Blair Grubb, Vice-Principal (Education) at the University, said: ""To get to this stage, our students and graduates faced competition from peers attending some of the world's top universities.","Profesor Blair Grubb, zástupce ředitele pro vzdělávání na univerzitě, uvedl: „Abychom se dostali do této fáze, naši studenti a absolventi čelili konkurenci ze strany vrstevníků, kteří navštěvují některé z nejlepších světových univerzit.","Profesor Blair Grubb, univerzitní zástupce ředitele pro vzdělávání, uvedl: „Abychom se dostali až do této fáze, museli naši studenti a absolventi čelit konkurenci svých vrstevníků, kteří studují na nejlepších světových univerzitách."
6,6,7,"""The Undergraduate Awards are fiercely contested by thousands of students around the world and it is a great reflection of the quality of our students, and the education they receive here, that Dundee is so strongly represented amongst the prize winners.","„Ceny bakalářského studia jsou ostře zpochybňovány tisíci studenty po celém světě a je to velká reflexe kvality našich studentů a vzdělání, které zde získávají, že Dundee je tak silně zastoupen mezi výherci cen.","„O ocenění za vysokoškolská studia velmi usilují tisíce studentů z celého světa a to, že Univerzita Dundee je tak výrazně zastoupena mezi výherci, odráží vysokou kvalitu našich studentů a vzdělání, které zde získávají."
6,6,8,"""I would like to offer my warmest congratulations to Scott, Chester and Lola on this fantastic achievement, alongside the other Dundee representatives who were highly commended.""","""Chtěl bych poděkovat svým nejteplejším gratulacím Scottovi, Chesterovi a Lolovi k tomuto fantastickému úspěchu spolu s dalšími zástupci Dundee, kteří byli velmi oceněni.""","„Chtěl bych poděkovat a srdečně pogratulovat Scottovi, Chesterovi a Lole k tomuto fantastickému úspěchu i dalším reprezentantům Univerzity Dundee, kteří byli tak vysoce oceněni.“"
7,7,1,LNG investments hit record in 2019 & the biggest growth is coming from China,Investice LNG dosáhly rekordních výsledků v roce 2019 a největší růst pochází z Číny,Investice do LNG dosáhly v roce 2019 rekordního výsledku a největší nárůst pochází z Číny
7,7,2,"Investments in liquefied natural gas since the start of the year have hit an all-time high of $50 billion, the International Energy Agency's head, Fatih Birol, told an industry conference.","Investice do zkapalněného zemního plynu od začátku roku dosáhly rekordně vysokých 50 miliard dolarů, uvedl ředitel Mezinárodní energetické agentury Fatih Birol na průmyslové konferenci.","Investice do zkapalněného zemního plynu (LNG) od začátku roku dosáhly rekordních 50 miliard dolarů, uvedl ředitel Mezinárodní energetické agentury Fatih Birol na průmyslové konferenci."
7,7,3,"""This year, 2019 already broke the highest amount of (final investment decisions) for the first time ever, $50 billion,"" Birol told the LNG Producer-Consumer conference in Tokyo, as quoted by Reuters.","„Letos 2019 poprvé zlomil nejvyšší částku (konečná investiční rozhodnutí) poprvé, 50 miliard dolarů,“ řekl Birol na konferenci producentů a spotřebitelů LNG v Tokiu, jak uvedla agentura Reuters.","„Letošní rok (2019) překonal nejvyšší částku (konečných investičních rozhodnutí) vůbec poprvé, 50 miliard dolarů,“ řekl Birol na konferenci Producent-spotřebitel v Tokiu, jak uvedla agentura Reuters."
7,7,4,"Unsurprisingly, the driver of this growth in investments is growing demand for the fuel in Asia, with China still expected to overtake Japan as the world's top importer of LNG.","Není překvapením, že hnací silou tohoto růstu investic je rostoucí poptávka po palivu v Asii, přičemž Čína stále očekává, že předběhne Japonsko jako světový špičkový dovozce LNG.","Není divu, že hnací silou tohoto růstu investic je stoupající poptávka po palivu v Asii, přičemž Čína stále očekává, že předběhne Japonsko jako prvotřídní světový dovozce LNG."
7,7,5,"""The biggest growth is coming from China. In the next five years, about one-third of global LNG demand will come from China alone,"" Birol said. He added that in five years, China will become the largest importer of the fuel.","""Největší růst přichází z Číny. V příštích pěti letech přijde asi jedna třetina celosvětové poptávky po LNG pouze z Číny,"" uvedla Birol. Dodal, že za pět let se Čína stane největším dovozcem paliva.","„Největší nárůst přichází z Číny. V příštích pěti letech bude asi jedna třetina celosvětové poptávky po LNG pocházet pouze z Číny,“ uvedl Birol. Dodal, že během pěti let se Čína stane největším dovozcem paliva."
7,7,6,"As for the growth in investments, there are no surprises there, either. The bulk of these has been made in the United States and Canada.","Pokud jde o růst investic, neexistují ani žádná překvapení. Většina z nich byla vyrobena ve Spojených státech a Kanadě.","Pokud jde o růst investic, ani tato oblast nepřinesla nic neočekávaného. K většině z nich došlo ve Spojených státech a Kanadě."
7,7,7,"In a December 2018 report the Energy Information Administration said it expected the United States"" LNG export capacity to double by the end of this year to 8.9 billion cu ft daily. This will make the US the third-largest exporter of LNG in terms of capacity after Qatar and Australia. By 2030, US LNG exports are estimated to reach 17 billion cu ft daily, from some 3 billion cu ft at the start of 2019.","Ve zprávě z prosince 2018 Správa energetických informací uvedla, že očekává, že se exportní kapacita LNG ve Spojených státech do konce letošního roku zdvojnásobí na 8,9 miliard cu ft denně. Díky tomu bude USA z hlediska kapacity třetím největším vývozcem LNG. po Kataru a Austrálii. Odhaduje se, že do roku 2030 bude vývoz LNG v USA dosahovat 17 miliard cu ft denně, z přibližně 3 miliard cu ft na začátku roku 2019.","Ve zprávě z prosince 2018 Správa energetických informací uvedla, že očekává zdvojnásobení exportní kapacity LNG ve Spojených státech do konce letošního roku na 8,9 miliardy kubických stop denně. Díky tomu budou USA z hlediska kapacity třetím největším vývozcem LNG po Kataru a Austrálii. Odhaduje se, že do roku 2030 bude vývoz LNG v USA dosahovat 17 miliard kubických stop denně, ze současných 3 miliard kubických stop na začátku roku 2019."
