id_hal,Translation_id,line_id,source,translation,postedition,translation_tokenized,translation_word_offset,postedition_tokenized,postedition_word_offset
5,5,3,"""We apologize for any distress or confusion that this has caused our patients and their families,"" the hospital wrote in a statement. ""If you have not received a letter or phone call from our team, your child is not impacted.""","„Omlouváme se za jakékoli trápení nebo nejasnosti, které to způsobilo našim pacientům a jejich rodinám,“ píše v prohlášení nemocnice. ""Pokud jste od našeho týmu neobdrželi dopis nebo telefonický hovor, vaše dítě to nijak neovlivní.""","„Omlouváme se za způsobenou bolest či nejasnosti, které to přineslo našim pacientům a jejich rodinám,“ napsala v prohlášení nemocnice. „Pokud jste od našeho týmu neobdrželi dopis nebo telefonický hovor, vašeho dítě se věc nijak netýká.“","['„Omlouváme', 'se', 'za', 'jakékoli', 'trápení', 'nebo', 'nejasnosti,', 'které', 'to', 'způsobilo', 'našim', 'pacientům', 'a', 'jejich', 'rodinám,“', 'píše', 'v', 'prohlášení', 'nemocnice.', '""Pokud', 'jste', 'od', 'našeho', 'týmu', 'neobdrželi', 'dopis', 'nebo', 'telefonický', 'hovor,', 'vaše', 'dítě', 'to', 'nijak', 'neovlivní.""']","[(0, 10), (10, 13), (13, 16), (16, 25), (25, 33), (33, 38), (38, 50), (50, 56), (56, 59), (59, 69), (69, 75), (75, 85), (85, 87), (87, 94), (94, 104), (104, 109), (109, 111), (111, 122), (122, 133), (133, 140), (140, 145), (145, 148), (148, 155), (155, 160), (160, 171), (171, 177), (177, 182), (182, 194), (194, 201), (201, 206), (206, 211), (211, 214), (214, 220), (220, 232)]","['„Omlouváme', 'se', 'za', 'způsobenou', 'bolest', 'či', 'nejasnosti,', 'které', 'to', 'přineslo', 'našim', 'pacientům', 'a', 'jejich', 'rodinám,“', 'napsala', 'v', 'prohlášení', 'nemocnice.', '„Pokud', 'jste', 'od', 'našeho', 'týmu', 'neobdrželi', 'dopis', 'nebo', 'telefonický', 'hovor,', 'vašeho', 'dítě', 'se', 'věc', 'nijak', 'netýká.“']","[(0, 10), (10, 13), (13, 16), (16, 27), (27, 34), (34, 37), (37, 49), (49, 55), (55, 58), (58, 67), (67, 73), (73, 83), (83, 85), (85, 92), (92, 102), (102, 110), (110, 112), (112, 123), (123, 134), (134, 141), (141, 146), (146, 149), (149, 156), (156, 161), (161, 172), (172, 178), (178, 183), (183, 195), (195, 202), (202, 209), (209, 214), (214, 217), (217, 221), (221, 227), (227, 236)]"
5,5,4,"All but one patient had gone through initial therapy. That patient did require the recollection of stem cells, chief medical officer James Stein said.","Všichni pacienti kromě jednoho prošli počáteční terapií. Uvedený pacient vyžadoval vzpomínku na kmenové buňky, uvedl hlavní lékař James Stein.","Kromě jednoho prošli všichni pacienti počáteční terapií. Dotyčný pacient požadoval nový odběr kmenových buněk, uvedl hlavní lékař James Stein.","['Všichni', 'pacienti', 'kromě', 'jednoho', 'prošli', 'počáteční', 'terapií.', 'Uvedený', 'pacient', 'vyžadoval', 'vzpomínku', 'na', 'kmenové', 'buňky,', 'uvedl', 'hlavní', 'lékař', 'James', 'Stein.']","[(0, 7), (7, 16), (16, 22), (22, 30), (30, 37), (37, 47), (47, 56), (56, 64), (64, 72), (72, 82), (82, 92), (92, 95), (95, 103), (103, 110), (110, 116), (116, 123), (123, 129), (129, 135), (135, 142)]","['Kromě', 'jednoho', 'prošli', 'všichni', 'pacienti', 'počáteční', 'terapií.', 'Dotyčný', 'pacient', 'požadoval', 'nový', 'odběr', 'kmenových', 'buněk,', 'uvedl', 'hlavní', 'lékař', 'James', 'Stein.']","[(0, 5), (5, 13), (13, 20), (20, 28), (28, 37), (37, 47), (47, 56), (56, 64), (64, 72), (72, 82), (82, 87), (87, 93), (93, 103), (103, 110), (110, 116), (116, 123), (123, 129), (129, 135), (135, 142)]"
5,5,5,A letter sent to families earlier in September informing them of the loss was accidentally addressed to the children - rather than the parents. The hospital has also apologized to parents for the messaging oversight.,Dopis zaslaný rodinám začátkem září informující je o ztrátě byl náhodně adresován dětem - spíše než rodičům. Nemocnice se také rodičům omluvila za dohled nad zasíláním zpráv.,"Dopis zaslaný rodičům na začátku září, který je informoval o ztrátě buněk, byl náhodně adresován dětem namísto rodičům. Nemocnice se rodičům omluvila také za pochybení při rozesílání dopisů.","['Dopis', 'zaslaný', 'rodinám', 'začátkem', 'září', 'informující', 'je', 'o', 'ztrátě', 'byl', 'náhodně', 'adresován', 'dětem', '-', 'spíše', 'než', 'rodičům.', 'Nemocnice', 'se', 'také', 'rodičům', 'omluvila', 'za', 'dohled', 'nad', 'zasíláním', 'zpráv.']","[(0, 5), (5, 13), (13, 21), (21, 30), (30, 35), (35, 47), (47, 50), (50, 52), (52, 59), (59, 63), (63, 71), (71, 81), (81, 87), (87, 89), (89, 95), (95, 99), (99, 108), (108, 118), (118, 121), (121, 126), (126, 134), (134, 143), (143, 146), (146, 153), (153, 157), (157, 167), (167, 174)]","['Dopis', 'zaslaný', 'rodičům', 'na', 'začátku', 'září,', 'který', 'je', 'informoval', 'o', 'ztrátě', 'buněk,', 'byl', 'náhodně', 'adresován', 'dětem', 'namísto', 'rodičům.', 'Nemocnice', 'se', 'rodičům', 'omluvila', 'také', 'za', 'pochybení', 'při', 'rozesílání', 'dopisů.']","[(0, 5), (5, 13), (13, 21), (21, 24), (24, 32), (32, 38), (38, 44), (44, 47), (47, 58), (58, 60), (60, 67), (67, 74), (74, 78), (78, 86), (86, 96), (96, 102), (102, 110), (110, 119), (119, 129), (129, 132), (132, 140), (140, 149), (149, 154), (154, 157), (157, 167), (167, 171), (171, 182), (182, 190)]"
5,5,6,"The hospital said that the loss of stem cells, which had been placed in long-term storage, has not jeopardized any child's health. The hospital has also offered to assist families who want to harvest again. But the process can be grueling.","Nemocnice uvedla, že ztráta kmenových buněk, které byly umístěny do dlouhodobého skladování, neohrozila zdraví žádného dítěte. Nemocnice také nabídla pomoc rodinám, které se chtějí znovu sklízet. Ale tento proces může být vyčerpávající.","Nemocnice uvedla, že ztráta kmenových buněk, které byly dlouhodobě skladovány, neohrozila zdraví žádného dítěte. Nemocnice také nabídla pomoc rodinám, které se chtějí nechat udělat nový odběr. Ale tento proces může být náročný.","['Nemocnice', 'uvedla,', 'že', 'ztráta', 'kmenových', 'buněk,', 'které', 'byly', 'umístěny', 'do', 'dlouhodobého', 'skladování,', 'neohrozila', 'zdraví', 'žádného', 'dítěte.', 'Nemocnice', 'také', 'nabídla', 'pomoc', 'rodinám,', 'které', 'se', 'chtějí', 'znovu', 'sklízet.', 'Ale', 'tento', 'proces', 'může', 'být', 'vyčerpávající.']","[(0, 9), (9, 17), (17, 20), (20, 27), (27, 37), (37, 44), (44, 50), (50, 55), (55, 64), (64, 67), (67, 80), (80, 92), (92, 103), (103, 110), (110, 118), (118, 126), (126, 136), (136, 141), (141, 149), (149, 155), (155, 164), (164, 170), (170, 173), (173, 180), (180, 186), (186, 195), (195, 199), (199, 205), (205, 212), (212, 217), (217, 221), (221, 236)]","['Nemocnice', 'uvedla,', 'že', 'ztráta', 'kmenových', 'buněk,', 'které', 'byly', 'dlouhodobě', 'skladovány,', 'neohrozila', 'zdraví', 'žádného', 'dítěte.', 'Nemocnice', 'také', 'nabídla', 'pomoc', 'rodinám,', 'které', 'se', 'chtějí', 'nechat', 'udělat', 'nový', 'odběr.', 'Ale', 'tento', 'proces', 'může', 'být', 'náročný.']","[(0, 9), (9, 17), (17, 20), (20, 27), (27, 37), (37, 44), (44, 50), (50, 55), (55, 66), (66, 78), (78, 89), (89, 96), (96, 104), (104, 112), (112, 122), (122, 127), (127, 135), (135, 141), (141, 150), (150, 156), (156, 159), (159, 166), (166, 173), (173, 180), (180, 185), (185, 192), (192, 196), (196, 202), (202, 209), (209, 214), (214, 218), (218, 227)]"
5,5,7,"One of the patients described it as ""painful."" Sean Anderson Corona, 13, underwent stem cell therapy when he was diagnosed with Stage 4 Neuroblastoma - a cancer often found in the adrenal glands. The boy was hooked up to machines for a daylong process that collects the stem cells from the blood. The blood is then reinfused back into the body.","Jeden z pacientů to popsal jako „bolestivý“. Sean Anderson Corona (13 let) podstoupil terapii kmenovými buňkami, když mu byla diagnostikována neuroblastom fáze 4 - rakovina, která se často vyskytuje v nadledvinách. Chlapec byl spojen se stroji po celý den, který shromažďoval kmenové buňky z krve. Krev je pak znovu naplněna zpět do těla.","Jeden z pacientů popsal odběr jako „bolestivý“. Sean Anderson Corona (13 let) podstoupil terapii kmenovými buňkami, když mu byl diagnostikován neuroblastom ve 4. fázi – jedná se o rakovinu, která se často vyskytuje v nadledvinách. Chlapec byl celý den napojený na přístroj, který shromažďoval kmenové buňky z jeho krve. Krev je poté znovu filtrována zpět do těla.","['Jeden', 'z', 'pacientů', 'to', 'popsal', 'jako', '„bolestivý“.', 'Sean', 'Anderson', 'Corona', '(13', 'let)', 'podstoupil', 'terapii', 'kmenovými', 'buňkami,', 'když', 'mu', 'byla', 'diagnostikována', 'neuroblastom', 'fáze', '4', '-', 'rakovina,', 'která', 'se', 'často', 'vyskytuje', 'v', 'nadledvinách.', 'Chlapec', 'byl', 'spojen', 'se', 'stroji', 'po', 'celý', 'den,', 'který', 'shromažďoval', 'kmenové', 'buňky', 'z', 'krve.', 'Krev', 'je', 'pak', 'znovu', 'naplněna', 'zpět', 'do', 'těla.']","[(0, 5), (5, 7), (7, 16), (16, 19), (19, 26), (26, 31), (31, 44), (44, 49), (49, 58), (58, 65), (65, 69), (69, 74), (74, 85), (85, 93), (93, 103), (103, 112), (112, 117), (117, 120), (120, 125), (125, 141), (141, 154), (154, 159), (159, 161), (161, 163), (163, 173), (173, 179), (179, 182), (182, 188), (188, 198), (198, 200), (200, 214), (214, 222), (222, 226), (226, 233), (233, 236), (236, 243), (243, 246), (246, 251), (251, 256), (256, 262), (262, 275), (275, 283), (283, 289), (289, 291), (291, 297), (297, 302), (302, 305), (305, 309), (309, 315), (315, 324), (324, 329), (329, 332), (332, 338)]","['Jeden', 'z', 'pacientů', 'popsal', 'odběr', 'jako', '„bolestivý“.', 'Sean', 'Anderson', 'Corona', '(13', 'let)', 'podstoupil', 'terapii', 'kmenovými', 'buňkami,', 'když', 'mu', 'byl', 'diagnostikován', 'neuroblastom', 've', '4.', 'fázi', '–', 'jedná', 'se', 'o', 'rakovinu,', 'která', 'se', 'často', 'vyskytuje', 'v', 'nadledvinách.', 'Chlapec', 'byl', 'celý', 'den', 'napojený', 'na', 'přístroj,', 'který', 'shromažďoval', 'kmenové', 'buňky', 'z', 'jeho', 'krve.', 'Krev', 'je', 'poté', 'znovu', 'filtrována', 'zpět', 'do', 'těla.']","[(0, 5), (5, 7), (7, 16), (16, 23), (23, 29), (29, 34), (34, 47), (47, 52), (52, 61), (61, 68), (68, 72), (72, 77), (77, 88), (88, 96), (96, 106), (106, 115), (115, 120), (120, 123), (123, 127), (127, 142), (142, 155), (155, 158), (158, 161), (161, 166), (166, 168), (168, 174), (174, 177), (177, 179), (179, 189), (189, 195), (195, 198), (198, 204), (204, 214), (214, 216), (216, 230), (230, 238), (238, 242), (242, 247), (247, 251), (251, 260), (260, 263), (263, 273), (273, 279), (279, 292), (292, 300), (300, 306), (306, 308), (308, 313), (313, 319), (319, 324), (324, 327), (327, 332), (332, 338), (338, 349), (349, 354), (354, 357), (357, 363)]"
5,5,8,"""I would try to sleep and my body would just start shaking, and then I just started to freak out and I'd start crying,"" Corona told ABC-7.","„Pokusil jsem se spát a moje tělo se jen začalo třást, a pak jsem začal vyděsit a začal jsem plakat,“ řekla Corona ABC-7.","„Zkoušel jsem usnout a moje tělo se jen začalo třást, pak jsem vyděsil a začal jsem plakat,“ řekl Corona televizi ABC-7.","['„Pokusil', 'jsem', 'se', 'spát', 'a', 'moje', 'tělo', 'se', 'jen', 'začalo', 'třást,', 'a', 'pak', 'jsem', 'začal', 'vyděsit', 'a', 'začal', 'jsem', 'plakat,“', 'řekla', 'Corona', 'ABC-7.']","[(0, 8), (8, 13), (13, 16), (16, 21), (21, 23), (23, 28), (28, 33), (33, 36), (36, 40), (40, 47), (47, 54), (54, 56), (56, 60), (60, 65), (65, 71), (71, 79), (79, 81), (81, 87), (87, 92), (92, 101), (101, 107), (107, 114), (114, 121)]","['„Zkoušel', 'jsem', 'usnout', 'a', 'moje', 'tělo', 'se', 'jen', 'začalo', 'třást,', 'pak', 'jsem', 'vyděsil', 'a', 'začal', 'jsem', 'plakat,“', 'řekl', 'Corona', 'televizi', 'ABC-7.']","[(0, 8), (8, 13), (13, 20), (20, 22), (22, 27), (27, 32), (32, 35), (35, 39), (39, 46), (46, 53), (53, 57), (57, 62), (62, 70), (70, 72), (72, 78), (78, 83), (83, 92), (92, 97), (97, 104), (104, 113), (113, 120)]"
6,6,1,Three Scottish students named among Europe's best,Tři skotští studenti byli zařazeni mezi nejlepší v Evropě,Tři skotští studenti byli zařazeni mezi nejlepší v Evropě,"['Tři', 'skotští', 'studenti', 'byli', 'zařazeni', 'mezi', 'nejlepší', 'v', 'Evropě']","[(0, 3), (3, 11), (11, 20), (20, 25), (25, 34), (34, 39), (39, 48), (48, 50), (50, 57)]","['Tři', 'skotští', 'studenti', 'byli', 'zařazeni', 'mezi', 'nejlepší', 'v', 'Evropě']","[(0, 3), (3, 11), (11, 20), (20, 25), (25, 34), (34, 39), (39, 48), (48, 50), (50, 57)]"
6,6,2,Three University of Dundee students have been named regional winners as top graduates in Europe.,Tři studenti univerzity Dundee byli jmenováni regionálními vítězi jako nejlepší absolventi v Evropě.,Tři studenti z Univerzity Dundee se stali regionálními vítězi jako nejlepší evropští absolventi.,"['Tři', 'studenti', 'univerzity', 'Dundee', 'byli', 'jmenováni', 'regionálními', 'vítězi', 'jako', 'nejlepší', 'absolventi', 'v', 'Evropě.']","[(0, 3), (3, 12), (12, 23), (23, 30), (30, 35), (35, 45), (45, 58), (58, 65), (65, 70), (70, 79), (79, 90), (90, 92), (92, 100)]","['Tři', 'studenti', 'z', 'Univerzity', 'Dundee', 'se', 'stali', 'regionálními', 'vítězi', 'jako', 'nejlepší', 'evropští', 'absolventi.']","[(0, 3), (3, 12), (12, 14), (14, 25), (25, 32), (32, 35), (35, 41), (41, 54), (54, 61), (61, 66), (66, 75), (75, 84), (84, 96)]"
6,6,3,"The University of Dundee students were named as top graduates in their respective fields in Europe in the 2019 Global Undergraduate Awards, whilst five other students from the same university were praised by the judges.","Studenti University of Dundee byli jmenováni jako nejlepší absolventi ve svých oborech v Evropě v roce 2019 Global Undergraduate Awards, zatímco pět dalších studentů ze stejné univerzity byli soudci oceněni.",Studenti Univerzity Dundee byli oceněni jako nejlepší absolventi ve svých oborech v Evropě v roce 2019 a byla jim udělena cena Global Undergraduate Awards a pět dalších studentů ze stejné univerzity porota pochválila.,"['Studenti', 'University', 'of', 'Dundee', 'byli', 'jmenováni', 'jako', 'nejlepší', 'absolventi', 've', 'svých', 'oborech', 'v', 'Evropě', 'v', 'roce', '2019', 'Global', 'Undergraduate', 'Awards,', 'zatímco', 'pět', 'dalších', 'studentů', 'ze', 'stejné', 'univerzity', 'byli', 'soudci', 'oceněni.']","[(0, 8), (8, 19), (19, 22), (22, 29), (29, 34), (34, 44), (44, 49), (49, 58), (58, 69), (69, 72), (72, 78), (78, 86), (86, 88), (88, 95), (95, 97), (97, 102), (102, 107), (107, 114), (114, 128), (128, 136), (136, 144), (144, 148), (148, 156), (156, 165), (165, 168), (168, 175), (175, 186), (186, 191), (191, 198), (198, 207)]","['Studenti', 'Univerzity', 'Dundee', 'byli', 'oceněni', 'jako', 'nejlepší', 'absolventi', 've', 'svých', 'oborech', 'v', 'Evropě', 'v', 'roce', '2019', 'a', 'byla', 'jim', 'udělena', 'cena', 'Global', 'Undergraduate', 'Awards', 'a', 'pět', 'dalších', 'studentů', 'ze', 'stejné', 'univerzity', 'porota', 'pochválila.']","[(0, 8), (8, 19), (19, 26), (26, 31), (31, 39), (39, 44), (44, 53), (53, 64), (64, 67), (67, 73), (73, 81), (81, 83), (83, 90), (90, 92), (92, 97), (97, 102), (102, 104), (104, 109), (109, 113), (113, 121), (121, 126), (126, 133), (133, 147), (147, 154), (154, 156), (156, 160), (160, 168), (168, 177), (177, 180), (180, 187), (187, 198), (198, 205), (205, 217)]"
6,6,4,"Scott Sheldrick, who graduated in Molecular Genetics, won the Europe award for Life Sciences, Chester Cornford studied MSc Mental Health Nursing and was awarded the Nursing, Midwifery & Allied Healthcare prize, whilst Lola Knibb won the Visual Arts award.","Scott Sheldrick, který vystudoval molekulární genetiku, získal Evropskou cenu za Life Sciences, Chester Cornford vystudoval MSc Mental Health Nursing a získal cenu Nursing, Midwifery & Allied Healthcare, zatímco Lola Knibb získala cenu Visual Arts.","Scott Sheldrick, který vystudoval molekulární genetiku, získal cenu za humanitní vědy, Chester Cornford vystudoval obor péče o duševní zdraví s titulem MSc a získal cenu za ošetřovatelství, porodní asistenci a související obory, a nakonec Lola Knibbová získala cenu za vizuální umění.","['Scott', 'Sheldrick,', 'který', 'vystudoval', 'molekulární', 'genetiku,', 'získal', 'Evropskou', 'cenu', 'za', 'Life', 'Sciences,', 'Chester', 'Cornford', 'vystudoval', 'MSc', 'Mental', 'Health', 'Nursing', 'a', 'získal', 'cenu', 'Nursing,', 'Midwifery', '&', 'Allied', 'Healthcare,', 'zatímco', 'Lola', 'Knibb', 'získala', 'cenu', 'Visual', 'Arts.']","[(0, 5), (5, 16), (16, 22), (22, 33), (33, 45), (45, 55), (55, 62), (62, 72), (72, 77), (77, 80), (80, 85), (85, 95), (95, 103), (103, 112), (112, 123), (123, 127), (127, 134), (134, 141), (141, 149), (149, 151), (151, 158), (158, 163), (163, 172), (172, 182), (182, 184), (184, 191), (191, 203), (203, 211), (211, 216), (216, 222), (222, 230), (230, 235), (235, 242), (242, 248)]","['Scott', 'Sheldrick,', 'který', 'vystudoval', 'molekulární', 'genetiku,', 'získal', 'cenu', 'za', 'humanitní', 'vědy,', 'Chester', 'Cornford', 'vystudoval', 'obor', 'péče', 'o', 'duševní', 'zdraví', 's', 'titulem', 'MSc', 'a', 'získal', 'cenu', 'za', 'ošetřovatelství,', 'porodní', 'asistenci', 'a', 'související', 'obory,', 'a', 'nakonec', 'Lola', 'Knibbová', 'získala', 'cenu', 'za', 'vizuální', 'umění.']","[(0, 5), (5, 16), (16, 22), (22, 33), (33, 45), (45, 55), (55, 62), (62, 67), (67, 70), (70, 80), (80, 86), (86, 94), (94, 103), (103, 114), (114, 119), (119, 124), (124, 126), (126, 134), (134, 141), (141, 143), (143, 151), (151, 155), (155, 157), (157, 164), (164, 169), (169, 172), (172, 189), (189, 197), (197, 207), (207, 209), (209, 221), (221, 228), (228, 230), (230, 238), (238, 243), (243, 252), (252, 260), (260, 265), (265, 268), (268, 277), (277, 284)]"
6,6,5,"Although all three made it through to the global final, they lost out in the final round to strong competition from some of the 3,500 entrants from across the world.","Přestože se všichni tři dostali do globálního finále, ve finále prohráli se silnou konkurencí některých z 3 500 účastníků z celého světa.","Přestože se všichni tři dostali do celosvětového finále, v něm prohráli se silnou konkurencí v podobě dalších 3 500 účastníků z celého světa.","['Přestože', 'se', 'všichni', 'tři', 'dostali', 'do', 'globálního', 'finále,', 've', 'finále', 'prohráli', 'se', 'silnou', 'konkurencí', 'některých', 'z', '3', '500', 'účastníků', 'z', 'celého', 'světa.']","[(0, 8), (8, 11), (11, 19), (19, 23), (23, 31), (31, 34), (34, 45), (45, 53), (53, 56), (56, 63), (63, 72), (72, 75), (75, 82), (82, 93), (93, 103), (103, 105), (105, 107), (107, 111), (111, 121), (121, 123), (123, 130), (130, 137)]","['Přestože', 'se', 'všichni', 'tři', 'dostali', 'do', 'celosvětového', 'finále,', 'v', 'něm', 'prohráli', 'se', 'silnou', 'konkurencí', 'v', 'podobě', 'dalších', '3', '500', 'účastníků', 'z', 'celého', 'světa.']","[(0, 8), (8, 11), (11, 19), (19, 23), (23, 31), (31, 34), (34, 48), (48, 56), (56, 58), (58, 62), (62, 71), (71, 74), (74, 81), (81, 92), (92, 94), (94, 101), (101, 109), (109, 111), (111, 115), (115, 125), (125, 127), (127, 134), (134, 141)]"
6,6,6,"Professor Blair Grubb, Vice-Principal (Education) at the University, said: ""To get to this stage, our students and graduates faced competition from peers attending some of the world's top universities.","Profesor Blair Grubb, zástupce ředitele pro vzdělávání na univerzitě, uvedl: „Abychom se dostali do této fáze, naši studenti a absolventi čelili konkurenci ze strany vrstevníků, kteří navštěvují některé z nejlepších světových univerzit.","Profesor Blair Grubb, univerzitní zástupce ředitele pro vzdělávání, uvedl: „Abychom se dostali až do této fáze, museli naši studenti a absolventi čelit konkurenci svých vrstevníků, kteří studují na nejlepších světových univerzitách.","['Profesor', 'Blair', 'Grubb,', 'zástupce', 'ředitele', 'pro', 'vzdělávání', 'na', 'univerzitě,', 'uvedl:', '„Abychom', 'se', 'dostali', 'do', 'této', 'fáze,', 'naši', 'studenti', 'a', 'absolventi', 'čelili', 'konkurenci', 'ze', 'strany', 'vrstevníků,', 'kteří', 'navštěvují', 'některé', 'z', 'nejlepších', 'světových', 'univerzit.']","[(0, 8), (8, 14), (14, 21), (21, 30), (30, 39), (39, 43), (43, 54), (54, 57), (57, 69), (69, 76), (76, 85), (85, 88), (88, 96), (96, 99), (99, 104), (104, 110), (110, 115), (115, 124), (124, 126), (126, 137), (137, 144), (144, 155), (155, 158), (158, 165), (165, 177), (177, 183), (183, 194), (194, 202), (202, 204), (204, 215), (215, 225), (225, 236)]","['Profesor', 'Blair', 'Grubb,', 'univerzitní', 'zástupce', 'ředitele', 'pro', 'vzdělávání,', 'uvedl:', '„Abychom', 'se', 'dostali', 'až', 'do', 'této', 'fáze,', 'museli', 'naši', 'studenti', 'a', 'absolventi', 'čelit', 'konkurenci', 'svých', 'vrstevníků,', 'kteří', 'studují', 'na', 'nejlepších', 'světových', 'univerzitách.']","[(0, 8), (8, 14), (14, 21), (21, 33), (33, 42), (42, 51), (51, 55), (55, 67), (67, 74), (74, 83), (83, 86), (86, 94), (94, 97), (97, 100), (100, 105), (105, 111), (111, 118), (118, 123), (123, 132), (132, 134), (134, 145), (145, 151), (151, 162), (162, 168), (168, 180), (180, 186), (186, 194), (194, 197), (197, 208), (208, 218), (218, 232)]"
6,6,7,"""The Undergraduate Awards are fiercely contested by thousands of students around the world and it is a great reflection of the quality of our students, and the education they receive here, that Dundee is so strongly represented amongst the prize winners.","„Ceny bakalářského studia jsou ostře zpochybňovány tisíci studenty po celém světě a je to velká reflexe kvality našich studentů a vzdělání, které zde získávají, že Dundee je tak silně zastoupen mezi výherci cen.","„O ocenění za vysokoškolská studia velmi usilují tisíce studentů z celého světa a to, že Univerzita Dundee je tak výrazně zastoupena mezi výherci, odráží vysokou kvalitu našich studentů a vzdělání, které zde získávají.","['„Ceny', 'bakalářského', 'studia', 'jsou', 'ostře', 'zpochybňovány', 'tisíci', 'studenty', 'po', 'celém', 'světě', 'a', 'je', 'to', 'velká', 'reflexe', 'kvality', 'našich', 'studentů', 'a', 'vzdělání,', 'které', 'zde', 'získávají,', 'že', 'Dundee', 'je', 'tak', 'silně', 'zastoupen', 'mezi', 'výherci', 'cen.']","[(0, 5), (5, 18), (18, 25), (25, 30), (30, 36), (36, 50), (50, 57), (57, 66), (66, 69), (69, 75), (75, 81), (81, 83), (83, 86), (86, 89), (89, 95), (95, 103), (103, 111), (111, 118), (118, 127), (127, 129), (129, 139), (139, 145), (145, 149), (149, 160), (160, 163), (163, 170), (170, 173), (173, 177), (177, 183), (183, 193), (193, 198), (198, 206), (206, 211)]","['„O', 'ocenění', 'za', 'vysokoškolská', 'studia', 'velmi', 'usilují', 'tisíce', 'studentů', 'z', 'celého', 'světa', 'a', 'to,', 'že', 'Univerzita', 'Dundee', 'je', 'tak', 'výrazně', 'zastoupena', 'mezi', 'výherci,', 'odráží', 'vysokou', 'kvalitu', 'našich', 'studentů', 'a', 'vzdělání,', 'které', 'zde', 'získávají.']","[(0, 2), (2, 10), (10, 13), (13, 27), (27, 34), (34, 40), (40, 48), (48, 55), (55, 64), (64, 66), (66, 73), (73, 79), (79, 81), (81, 85), (85, 88), (88, 99), (99, 106), (106, 109), (109, 113), (113, 121), (121, 132), (132, 137), (137, 146), (146, 153), (153, 161), (161, 169), (169, 176), (176, 185), (185, 187), (187, 197), (197, 203), (203, 207), (207, 218)]"
6,6,8,"""I would like to offer my warmest congratulations to Scott, Chester and Lola on this fantastic achievement, alongside the other Dundee representatives who were highly commended.""","""Chtěl bych poděkovat svým nejteplejším gratulacím Scottovi, Chesterovi a Lolovi k tomuto fantastickému úspěchu spolu s dalšími zástupci Dundee, kteří byli velmi oceněni.""","„Chtěl bych poděkovat a srdečně pogratulovat Scottovi, Chesterovi a Lole k tomuto fantastickému úspěchu i dalším reprezentantům Univerzity Dundee, kteří byli tak vysoce oceněni.“","['""Chtěl', 'bych', 'poděkovat', 'svým', 'nejteplejším', 'gratulacím', 'Scottovi,', 'Chesterovi', 'a', 'Lolovi', 'k', 'tomuto', 'fantastickému', 'úspěchu', 'spolu', 's', 'dalšími', 'zástupci', 'Dundee,', 'kteří', 'byli', 'velmi', 'oceněni.""']","[(0, 6), (6, 11), (11, 21), (21, 26), (26, 39), (39, 50), (50, 60), (60, 71), (71, 73), (73, 80), (80, 82), (82, 89), (89, 103), (103, 111), (111, 117), (117, 119), (119, 127), (127, 136), (136, 144), (144, 150), (150, 155), (155, 161), (161, 171)]","['„Chtěl', 'bych', 'poděkovat', 'a', 'srdečně', 'pogratulovat', 'Scottovi,', 'Chesterovi', 'a', 'Lole', 'k', 'tomuto', 'fantastickému', 'úspěchu', 'i', 'dalším', 'reprezentantům', 'Univerzity', 'Dundee,', 'kteří', 'byli', 'tak', 'vysoce', 'oceněni.“']","[(0, 6), (6, 11), (11, 21), (21, 23), (23, 31), (31, 44), (44, 54), (54, 65), (65, 67), (67, 72), (72, 74), (74, 81), (81, 95), (95, 103), (103, 105), (105, 112), (112, 127), (127, 138), (138, 146), (146, 152), (152, 157), (157, 161), (161, 168), (168, 178)]"
7,7,1,LNG investments hit record in 2019 & the biggest growth is coming from China,Investice LNG dosáhly rekordních výsledků v roce 2019 a největší růst pochází z Číny,Investice do LNG dosáhly v roce 2019 rekordního výsledku a největší nárůst pochází z Číny,"['Investice', 'LNG', 'dosáhly', 'rekordních', 'výsledků', 'v', 'roce', '2019', 'a', 'největší', 'růst', 'pochází', 'z', 'Číny']","[(0, 9), (9, 13), (13, 21), (21, 32), (32, 41), (41, 43), (43, 48), (48, 53), (53, 55), (55, 64), (64, 69), (69, 77), (77, 79), (79, 84)]","['Investice', 'do', 'LNG', 'dosáhly', 'v', 'roce', '2019', 'rekordního', 'výsledku', 'a', 'největší', 'nárůst', 'pochází', 'z', 'Číny']","[(0, 9), (9, 12), (12, 16), (16, 24), (24, 26), (26, 31), (31, 36), (36, 47), (47, 56), (56, 58), (58, 67), (67, 74), (74, 82), (82, 84), (84, 89)]"
